11,1,0,10.6
11,1,1,9.95
11,1,2,9.274999999999999
11,1,3,8.174999999999999
11,1,4,8.325
11,1,5,8.425
11,1,6,8.2
11,1,7,9.975
11,1,8,14.8
11,1,9,
11,1,10,21.4
11,1,11,22.9
11,1,12,24.375
11,1,13,25.25
11,1,14,24.949999999999996
11,1,15,25.35
11,1,16,24.150000000000002
11,1,17,20.85
11,1,18,18.8
11,1,19,15.75
11,1,20,16.475
11,1,21,15.0
11,1,22,14.125
11,1,23,12.8
11,2,0,11.350000000000001
11,2,1,10.925
11,2,2,10.0
11,2,3,9.225000000000001
11,2,4,8.625
11,2,5,8.35
11,2,6,8.275
11,2,7,11.375
11,2,8,15.95
11,2,9,20.424999999999997
11,2,10,23.35
11,2,11,25.424999999999997
11,2,12,26.375000000000004
11,2,13,27.25
11,2,14,27.825000000000003
11,2,15,27.0
11,2,16,27.15
11,2,17,23.775
11,2,18,20.05
11,2,19,17.25
11,2,20,15.575
11,2,21,16.875
11,2,22,16.700000000000003
11,2,23,15.3
11,3,0,15.5
11,3,1,14.275
11,3,2,12.775
11,3,3,11.725
11,3,4,11.100000000000001
11,3,5,10.475
11,3,6,10.100000000000001
11,3,7,12.799999999999999
11,3,8,18.075
11,3,9,
11,3,10,
11,3,11,
11,3,12,
11,3,13,
11,3,14,
11,3,15,
11,3,16,29.03333333333333
11,3,17,25.674999999999997
11,3,18,22.900000000000002
11,3,19,20.825000000000003
11,3,20,19.425
11,3,21,18.9
11,3,22,19.049999999999997
11,3,23,18.150000000000002
11,4,0,16.6
11,4,1,14.7
11,4,2,11.875
11,4,3,11.625
11,4,4,12.6
11,4,5,
11,4,6,
11,4,7,9.875
11,4,8,16.075
11,4,9,19.85
11,4,10,22.825
11,4,11,24.925
11,4,12,26.549999999999997
11,4,13,27.874999999999996
11,4,14,29.150000000000002
11,4,15,29.299999999999997
11,4,16,29.4
11,4,17,28.525000000000002
11,4,18,22.25
11,4,19,19.025
11,4,20,17.3
11,4,21,16.225
11,4,22,16.474999999999998
11,4,23,13.725
11,5,0,10.725
11,5,1,10.025
11,5,2,9.65
11,5,3,8.649999999999999
11,5,4,8.75
11,5,5,7.8999999999999995
11,5,6,6.5
11,5,7,7.45
11,5,8,12.625
11,5,9,18.075
11,5,10,22.3
11,5,11,25.125
11,5,12,27.299999999999997
11,5,13,28.75
11,5,14,29.575000000000003
11,5,15,29.9
11,5,16,29.299999999999997
11,5,17,27.275
11,5,18,21.825000000000003
11,5,19,17.55
11,5,20,16.775000000000002
11,5,21,15.825000000000001
11,5,22,14.275
11,5,23,12.075
11,6,0,8.350000000000001
11,6,1,7.4
11,6,2,7.075
11,6,3,6.824999999999999
11,6,4,6.625
11,6,5,5.025
11,6,6,4.125
11,6,7,5.725
11,6,8,11.325000000000001
11,6,9,17.5
11,6,10,22.174999999999997
11,6,11,25.1
11,6,12,26.674999999999997
11,6,13,28.025
11,6,14,28.55
11,6,15,29.45
11,6,16,29.200000000000003
11,6,17,27.975
11,6,18,21.950000000000003
11,6,19,16.125
11,6,20,14.350000000000001
11,6,21,13.45
11,6,22,10.65
11,6,23,9.075
11,7,0,7.950000000000001
11,7,1,6.425
11,7,2,5.0
11,7,3,3.9749999999999996
11,7,4,2.9
11,7,5,2.225
11,7,6,1.8499999999999999
11,7,7,3.0
11,7,8,8.8
11,7,9,15.6
11,7,10,21.2
11,7,11,25.125
11,7,12,27.1
11,7,13,28.650000000000002
11,7,14,29.575000000000003
11,7,15,30.3
11,7,16,29.474999999999998
11,7,17,26.95
11,7,18,20.975
11,7,19,16.474999999999998
11,7,20,14.6
11,7,21,13.675
11,7,22,13.525
11,7,23,11.149999999999999
11,8,0,9.0
11,8,1,7.2
11,8,2,6.675
11,8,3,5.75
11,8,4,4.3
11,8,5,2.7
11,8,6,2.025
11,8,7,3.5
11,8,8,9.925
11,8,9,17.05
11,8,10,21.7
11,8,11,24.474999999999998
11,8,12,26.875
11,8,13,28.150000000000002
11,8,14,29.175
11,8,15,29.924999999999997
11,8,16,30.575000000000003
11,8,17,29.75
11,8,18,22.474999999999998
11,8,19,17.1
11,8,20,14.675
11,8,21,13.899999999999999
11,8,22,13.85
11,8,23,14.899999999999999
11,9,0,12.125
11,9,1,8.85
11,9,2,6.449999999999999
11,9,3,5.85
11,9,4,4.75
11,9,5,4.175000000000001
11,9,6,3.9000000000000004
11,9,7,5.25
11,9,8,10.975000000000001
11,9,9,15.000000000000002
11,9,10,18.65
11,9,11,20.824999999999996
11,9,12,22.700000000000003
11,9,13,24.924999999999997
11,9,14,26.099999999999998
11,9,15,26.725
11,9,16,27.325
11,9,17,26.400000000000002
11,9,18,21.075
11,9,19,16.925
11,9,20,14.024999999999999
11,9,21,14.85
11,9,22,12.95
11,9,23,11.325000000000001
11,10,0,9.875
11,10,1,9.625
11,10,2,8.350000000000001
11,10,3,7.975
11,10,4,6.925
11,10,5,7.35
11,10,6,6.575
11,10,7,6.75
11,10,8,10.524999999999999
11,10,9,14.5
11,10,10,17.625
11,10,11,19.525
11,10,12,22.0
11,10,13,23.700000000000003
11,10,14,25.275
11,10,15,26.075000000000003
11,10,16,27.199999999999996
11,10,17,25.475
11,10,18,20.5
11,10,19,17.75
11,10,20,16.075000000000003
11,10,21,15.649999999999999
11,10,22,13.975
11,10,23,13.024999999999999
11,11,0,11.95
11,11,1,10.424999999999999
11,11,2,9.35
11,11,3,9.175
11,11,4,8.825000000000001
11,11,5,8.424999999999999
11,11,6,7.725
11,11,7,7.874999999999999
11,11,8,10.925
11,11,9,14.95
